Day	SD4neg	SD3neg	SD2neg	SD1neg	SD0	SD1	SD2	SD3	SD4
734	72.886	76.119	79.352	82.584	85.817	89.050	92.282	95.515	98.748
735	72.911	76.145	79.378	82.612	85.846	89.080	92.314	95.547	98.781
736	72.932	76.168	79.403	82.639	85.875	89.111	92.346	95.582	98.818
737	72.953	76.191	79.428	82.666	85.904	89.142	92.379	95.617	98.855
738	72.974	76.214	79.453	82.693	85.933	89.172	92.412	95.652	98.891
739	72.999	76.239	79.480	82.721	85.962	89.202	92.443	95.684	98.925
740	73.020	76.262	79.505	82.748	85.991	89.233	92.476	95.719	98.961
741	73.041	76.285	79.530	82.775	86.019	89.264	92.509	95.753	98.998
742	73.065	76.311	79.557	82.803	86.048	89.294	92.540	95.786	99.031
743	73.086	76.334	79.582	82.829	86.077	89.325	92.572	95.820	99.068
744	73.107	76.357	79.607	82.856	86.106	89.356	92.605	95.855	99.104
745	73.128	76.380	79.632	82.883	86.135	89.386	92.638	95.889	99.141
746	73.153	76.405	79.658	82.911	86.163	89.416	92.669	95.921	99.174
747	73.174	76.428	79.683	82.937	86.192	89.447	92.701	95.956	99.211
748	73.195	76.451	79.708	82.964	86.221	89.477	92.734	95.991	99.247
749	73.215	76.474	79.732	82.991	86.250	89.508	92.767	96.025	99.284
750	73.240	76.499	79.759	83.019	86.278	89.538	92.797	96.057	99.317
751	73.261	76.522	79.784	83.045	86.307	89.568	92.830	96.092	99.353
752	73.282	76.545	79.809	83.072	86.336	89.599	92.862	96.126	99.389
753	73.306	76.570	79.835	83.100	86.364	89.629	92.893	96.158	99.422
754	73.327	76.593	79.860	83.126	86.393	89.659	92.926	96.192	99.459
755	73.347	76.616	79.884	83.153	86.421	89.690	92.958	96.227	99.495
756	73.368	76.639	79.909	83.179	86.450	89.720	92.991	96.261	99.531
757	73.392	76.664	79.935	83.207	86.478	89.750	93.021	96.293	99.564
758	73.413	76.687	79.960	83.233	86.507	89.780	93.054	96.327	99.600
759	73.434	76.709	79.985	83.260	86.535	89.811	93.086	96.361	99.637
760	73.455	76.732	80.009	83.286	86.564	89.841	93.118	96.396	99.673
761	73.479	76.757	80.035	83.314	86.592	89.871	93.149	96.427	99.706
762	73.499	76.780	80.060	83.340	86.621	89.901	93.181	96.462	99.742
763	73.520	76.802	80.084	83.367	86.649	89.931	93.214	96.496	99.778
764	73.544	76.827	80.111	83.394	86.677	89.961	93.244	96.527	99.811
765	73.565	76.850	80.135	83.420	86.706	89.991	93.276	96.562	99.847
766	73.585	76.872	80.160	83.447	86.734	90.021	93.309	96.596	99.883
767	73.606	76.895	80.184	83.473	86.762	90.052	93.341	96.630	99.919
768	73.630	76.920	80.210	83.500	86.791	90.081	93.371	96.661	99.952
769	73.650	76.942	80.235	83.527	86.819	90.111	93.403	96.696	99.988
770	73.671	76.965	80.259	83.553	86.847	90.141	93.435	96.730	100.024
771	73.691	76.987	80.283	83.579	86.875	90.171	93.468	96.764	100.060
772	73.715	77.012	80.309	83.607	86.904	90.201	93.498	96.795	100.092
773	73.736	77.035	80.334	83.633	86.932	90.231	93.530	96.829	100.128
774	73.756	77.057	80.358	83.659	86.960	90.261	93.562	96.863	100.164
775	73.780	77.082	80.384	83.686	86.988	90.290	93.592	96.894	100.196
776	73.800	77.104	80.408	83.712	87.016	90.320	93.624	96.928	100.232
777	73.821	77.127	80.433	83.738	87.044	90.350	93.656	96.962	100.268
778	73.841	77.149	80.457	83.765	87.072	90.380	93.688	96.996	100.304
779	73.865	77.174	80.483	83.792	87.101	90.410	93.719	97.027	100.336
780	73.885	77.196	80.507	83.818	87.129	90.439	93.750	97.061	100.372
781	73.905	77.218	80.531	83.844	87.157	90.470	93.782	97.095	100.408
782	73.929	77.243	80.557	83.871	87.185	90.499	93.812	97.126	100.440
783	73.949	77.265	80.581	83.897	87.213	90.528	93.844	97.160	100.476
784	73.970	77.287	80.605	83.923	87.241	90.558	93.876	97.194	100.512
785	73.990	77.310	80.629	83.949	87.269	90.588	93.908	97.228	100.547
786	74.013	77.334	80.655	83.976	87.296	90.617	93.938	97.259	100.580
787	74.034	77.356	80.679	84.002	87.324	90.647	93.970	97.292	100.615
788	74.054	77.378	80.703	84.028	87.352	90.677	94.002	97.326	100.651
789	74.077	77.403	80.729	84.054	87.380	90.706	94.031	97.357	100.683
790	74.098	77.425	80.753	84.080	87.408	90.736	94.063	97.391	100.718
791	74.118	77.447	80.777	84.106	87.436	90.765	94.095	97.424	100.754
792	74.138	77.469	80.801	84.132	87.464	90.795	94.127	97.458	100.790
793	74.161	77.494	80.826	84.159	87.491	90.824	94.156	97.489	100.822
794	74.181	77.516	80.850	84.185	87.519	90.854	94.188	97.523	100.857
795	74.201	77.538	80.874	84.210	87.547	90.883	94.220	97.556	100.893
796	74.221	77.560	80.898	84.236	87.575	90.913	94.251	97.590	100.928
797	74.245	77.584	80.924	84.263	87.602	90.942	94.281	97.620	100.960
798	74.265	77.606	80.947	84.289	87.630	90.971	94.313	97.654	100.995
799	74.285	77.628	80.971	84.314	87.658	91.001	94.344	97.687	101.031
800	74.308	77.652	80.997	84.341	87.685	91.030	94.374	97.718	101.063
801	74.328	77.674	81.020	84.367	87.713	91.059	94.405	97.752	101.098
802	74.348	77.696	81.044	84.392	87.740	91.089	94.437	97.785	101.133
803	74.368	77.718	81.068	84.418	87.768	91.118	94.468	97.818	101.169
804	74.391	77.742	81.093	84.444	87.796	91.147	94.498	97.849	101.200
805	74.411	77.764	81.117	84.470	87.823	91.176	94.529	97.882	101.236
806	74.431	77.786	81.141	84.496	87.851	91.206	94.561	97.916	101.271
807	74.454	77.810	81.166	84.522	87.878	91.234	94.590	97.946	101.302
808	74.474	77.832	81.190	84.548	87.906	91.264	94.622	97.980	101.338
809	74.493	77.853	81.213	84.573	87.933	91.293	94.653	98.013	101.373
810	74.517	77.878	81.239	84.600	87.960	91.321	94.682	98.043	101.404
811	74.536	77.899	81.262	84.625	87.988	91.351	94.714	98.077	101.439
812	74.556	77.921	81.286	84.650	88.015	91.380	94.745	98.110	101.475
813	74.576	77.942	81.309	84.676	88.043	91.409	94.776	98.143	101.510
814	74.599	77.967	81.334	84.702	88.070	91.438	94.806	98.173	101.541
815	74.618	77.988	81.358	84.728	88.097	91.467	94.837	98.207	101.576
816	74.638	78.010	81.381	84.753	88.125	91.496	94.868	98.240	101.611
817	74.661	78.034	81.407	84.779	88.152	91.525	94.897	98.270	101.643
818	74.681	78.055	81.430	84.805	88.179	91.554	94.928	98.303	101.678
819	74.700	78.077	81.453	84.830	88.206	91.583	94.960	98.336	101.713
820	74.720	78.098	81.477	84.855	88.234	91.612	94.991	98.369	101.748
821	74.743	78.122	81.502	84.881	88.261	91.640	95.020	98.399	101.779
822	74.762	78.144	81.525	84.907	88.288	91.670	95.051	98.432	101.814
823	74.782	78.165	81.548	84.932	88.315	91.699	95.082	98.465	101.849
824	74.805	78.189	81.574	84.958	88.342	91.727	95.111	98.495	101.880
825	74.824	78.211	81.597	84.983	88.370	91.756	95.142	98.528	101.915
826	74.844	78.232	81.620	85.008	88.397	91.785	95.173	98.561	101.950
827	74.863	78.253	81.643	85.033	88.424	91.814	95.204	98.594	101.984
828	74.886	78.277	81.668	85.060	88.451	91.842	95.233	98.624	102.015
829	74.905	78.298	81.691	85.085	88.478	91.871	95.264	98.657	102.050
830	74.925	78.320	81.715	85.110	88.505	91.900	95.295	98.690	102.085
831	74.947	78.343	81.740	85.136	88.532	91.928	95.324	98.720	102.116
832	74.967	78.365	81.763	85.161	88.559	91.957	95.355	98.753	102.151
833	74.986	78.386	81.786	85.186	88.586	91.986	95.385	98.785	102.185
834	75.009	78.410	81.811	85.212	88.613	92.014	95.415	98.815	102.216
835	75.028	78.431	81.834	85.237	88.640	92.042	95.445	98.848	102.251
836	75.047	78.452	81.857	85.262	88.666	92.071	95.476	98.881	102.286
837	75.066	78.473	81.880	85.286	88.693	92.100	95.507	98.913	102.320
838	75.089	78.497	81.905	85.312	88.720	92.128	95.536	98.943	102.351
839	75.108	78.518	81.928	85.337	88.747	92.157	95.566	98.976	102.386
840	75.127	78.539	81.951	85.362	88.774	92.185	95.597	99.008	102.420
841	75.150	78.563	81.975	85.388	88.800	92.213	95.626	99.038	102.451
842	75.169	78.584	81.998	85.413	88.827	92.242	95.656	99.071	102.485
843	75.188	78.605	82.021	85.438	88.854	92.270	95.687	99.103	102.520
844	75.211	78.628	82.046	85.463	88.881	92.298	95.716	99.133	102.551
845	75.230	78.649	82.069	85.488	88.907	92.327	95.746	99.166	102.585
846	75.249	78.670	82.092	85.513	88.934	92.355	95.777	99.198	102.619
847	75.268	78.691	82.114	85.538	88.961	92.384	95.807	99.230	102.654
848	75.290	78.715	82.139	85.563	88.987	92.412	95.836	99.260	102.684
849	75.309	78.736	82.162	85.588	89.014	92.440	95.866	99.292	102.719
850	75.328	78.756	82.184	85.613	89.041	92.469	95.897	99.325	102.753
851	75.351	78.780	82.209	85.638	89.067	92.496	95.925	99.354	102.784
852	75.370	78.801	82.232	85.663	89.094	92.525	95.956	99.387	102.818
853	75.389	78.822	82.254	85.687	89.120	92.553	95.986	99.419	102.852
854	75.411	78.845	82.279	85.713	89.147	92.581	96.015	99.449	102.883
855	75.430	78.866	82.302	85.737	89.173	92.609	96.045	99.481	102.917
856	75.449	78.887	82.324	85.762	89.200	92.638	96.075	99.513	102.951
857	75.468	78.907	82.347	85.787	89.226	92.666	96.106	99.545	102.985
858	75.490	78.931	82.371	85.812	89.253	92.693	96.134	99.575	103.015
859	75.509	78.951	82.394	85.836	89.279	92.722	96.164	99.607	103.050
860	75.527	78.972	82.416	85.861	89.306	92.750	96.195	99.639	103.084
861	75.550	78.995	82.441	85.886	89.332	92.777	96.223	99.668	103.114
862	75.569	79.016	82.463	85.911	89.358	92.806	96.253	99.701	103.148
863	75.587	79.037	82.486	85.935	89.385	92.834	96.283	99.733	103.182
864	75.609	79.060	82.510	85.961	89.411	92.861	96.312	99.762	103.212
865	75.628	79.080	82.533	85.985	89.437	92.889	96.342	99.794	103.246
866	75.647	79.101	82.555	86.009	89.464	92.918	96.372	99.826	103.280
867	75.669	79.124	82.579	86.035	89.490	92.945	96.400	99.855	103.311
868	75.688	79.145	82.602	86.059	89.516	92.973	96.430	99.887	103.344
869	75.706	79.165	82.624	86.083	89.542	93.001	96.460	99.919	103.378
870	75.725	79.186	82.647	86.107	89.568	93.029	96.490	99.951	103.412
871	75.747	79.209	82.671	86.133	89.595	93.057	96.518	99.980	103.442
872	75.765	79.229	82.693	86.157	89.621	93.085	96.548	100.012	103.476
873	75.784	79.250	82.715	86.181	89.647	93.113	96.578	100.044	103.510
874	75.806	79.273	82.739	86.206	89.673	93.140	96.607	100.073	103.540
875	75.824	79.293	82.762	86.230	89.699	93.168	96.636	100.105	103.574
876	75.843	79.313	82.784	86.255	89.725	93.196	96.666	100.137	103.607
877	75.865	79.337	82.808	86.280	89.751	93.223	96.694	100.166	103.638
878	75.883	79.357	82.830	86.304	89.777	93.251	96.724	100.198	103.671
879	75.902	79.377	82.853	86.328	89.803	93.279	96.754	100.229	103.705
880	75.924	79.400	82.877	86.353	89.829	93.306	96.782	100.258	103.735
881	75.942	79.420	82.899	86.377	89.855	93.334	96.812	100.290	103.768
882	75.960	79.441	82.921	86.401	89.881	93.362	96.842	100.322	103.802
883	75.982	79.464	82.945	86.426	89.907	93.388	96.870	100.351	103.832
884	76.001	79.484	82.967	86.450	89.933	93.416	96.899	100.382	103.866
885	76.019	79.504	82.989	86.474	89.959	93.444	96.929	100.414	103.899
886	76.041	79.527	83.013	86.499	89.985	93.471	96.957	100.443	103.929
887	76.059	79.547	83.035	86.523	90.011	93.499	96.987	100.475	103.962
888	76.077	79.567	83.057	86.547	90.037	93.526	97.016	100.506	103.996
889	76.096	79.587	83.079	86.571	90.062	93.554	97.046	100.538	104.029
890	76.117	79.610	83.103	86.596	90.088	93.581	97.074	100.566	104.059
891	76.136	79.630	83.125	86.619	90.114	93.609	97.103	100.598	104.093
892	76.154	79.650	83.147	86.643	90.140	93.636	97.133	100.629	104.126
893	76.176	79.673	83.171	86.668	90.166	93.663	97.161	100.658	104.156
894	76.194	79.693	83.192	86.692	90.191	93.691	97.190	100.690	104.189
895	76.212	79.713	83.214	86.716	90.217	93.718	97.220	100.721	104.222
896	76.233	79.736	83.238	86.740	90.243	93.745	97.247	100.750	104.252
897	76.252	79.756	83.260	86.764	90.268	93.773	97.277	100.781	104.285
898	76.270	79.776	83.282	86.788	90.294	93.800	97.306	100.812	104.318
899	76.291	79.798	83.305	86.813	90.320	93.827	97.334	100.841	104.348
900	76.309	79.818	83.327	86.836	90.345	93.854	97.363	100.872	104.381
901	76.327	79.838	83.349	86.860	90.371	93.882	97.393	100.904	104.415
902	76.349	79.861	83.373	86.885	90.396	93.908	97.420	100.932	104.444
903	76.367	79.881	83.394	86.908	90.422	93.936	97.450	100.963	104.477
904	76.385	79.901	83.416	86.932	90.448	93.963	97.479	100.995	104.510
905	76.406	79.923	83.440	86.956	90.473	93.990	97.506	101.023	104.540
906	76.424	79.943	83.461	86.980	90.499	94.017	97.536	101.054	104.573
907	76.442	79.963	83.483	87.004	90.524	94.044	97.565	101.085	104.606
908	76.464	79.985	83.507	87.028	90.550	94.071	97.592	101.114	104.635
909	76.482	80.005	83.528	87.052	90.575	94.098	97.622	101.145	104.668
910	76.499	80.025	83.550	87.075	90.600	94.126	97.651	101.176	104.701
911	76.521	80.047	83.573	87.100	90.626	94.152	97.678	101.205	104.731
912	76.539	80.067	83.595	87.123	90.651	94.179	97.707	101.236	104.764
913	76.556	80.086	83.616	87.146	90.676	94.207	97.737	101.267	104.797
914	76.578	80.109	83.640	87.171	90.702	94.233	97.764	101.295	104.826
915	76.596	80.128	83.661	87.194	90.727	94.260	97.793	101.326	104.859
916	76.613	80.148	83.683	87.218	90.752	94.287	97.822	101.357	104.892
917	76.635	80.170	83.706	87.242	90.778	94.314	97.849	101.385	104.921
918	76.652	80.190	83.728	87.265	90.803	94.341	97.878	101.416	104.954
919	76.670	80.210	83.749	87.289	90.828	94.368	97.907	101.447	104.987
920	76.691	80.232	83.772	87.313	90.854	94.394	97.935	101.475	105.016
921	76.709	80.251	83.794	87.336	90.879	94.421	97.964	101.506	105.049
922	76.727	80.271	83.815	87.360	90.904	94.448	97.993	101.537	105.081
923	76.748	80.293	83.839	87.384	90.929	94.475	98.020	101.565	105.111
924	76.766	80.313	83.860	87.407	90.954	94.502	98.049	101.596	105.143
925	76.783	80.332	83.881	87.430	90.980	94.529	98.078	101.627	105.176
926	76.804	80.354	83.904	87.455	91.005	94.555	98.105	101.655	105.205
927	76.822	80.374	83.926	87.478	91.030	94.582	98.134	101.686	105.238
928	76.839	80.393	83.947	87.501	91.055	94.609	98.163	101.716	105.270
929	76.861	80.415	83.970	87.525	91.080	94.635	98.190	101.744	105.299
930	76.878	80.435	83.992	87.548	91.105	94.662	98.218	101.775	105.332
931	76.895	80.454	84.013	87.571	91.130	94.689	98.247	101.806	105.365
932	76.917	80.476	84.036	87.595	91.155	94.715	98.274	101.834	105.393
933	76.934	80.496	84.057	87.619	91.180	94.741	98.303	101.864	105.426
934	76.951	80.515	84.078	87.642	91.205	94.768	98.332	101.895	105.459
935	76.973	80.537	84.101	87.666	91.230	94.794	98.359	101.923	105.487
936	76.990	80.556	84.122	87.689	91.255	94.821	98.387	101.954	105.520
937	77.007	80.576	84.144	87.712	91.280	94.848	98.416	101.984	105.552
938	77.028	80.597	84.167	87.736	91.305	94.874	98.443	102.012	105.581
939	77.046	80.617	84.188	87.759	91.330	94.901	98.472	102.043	105.614
940	77.063	80.636	84.209	87.782	91.354	94.927	98.500	102.073	105.646
941	77.084	80.658	84.232	87.806	91.379	94.953	98.527	102.101	105.675
942	77.101	80.677	84.253	87.829	91.404	94.980	98.556	102.132	105.707
943	77.119	80.696	84.274	87.851	91.429	95.007	98.584	102.162	105.740
944	77.140	80.718	84.297	87.875	91.454	95.032	98.611	102.190	105.768
945	77.157	80.737	84.318	87.898	91.479	95.059	98.640	102.220	105.801
946	77.174	80.756	84.339	87.921	91.504	95.086	98.668	102.251	105.833
947	77.195	80.778	84.362	87.945	91.528	95.112	98.695	102.278	105.862
948	77.212	80.797	84.383	87.968	91.553	95.138	98.723	102.309	105.894
949	77.229	80.816	84.404	87.991	91.578	95.165	98.752	102.339	105.926
950	77.250	80.838	84.426	88.014	91.602	95.190	98.779	102.367	105.955
951	77.267	80.857	84.447	88.037	91.627	95.217	98.807	102.397	105.987
952	77.288	80.879	84.470	88.061	91.652	95.243	98.834	102.425	106.015
953	77.305	80.898	84.491	88.084	91.676	95.269	98.862	102.455	106.048
954	77.322	80.917	84.512	88.106	91.701	95.296	98.890	102.485	106.080
955	77.343	80.939	84.534	88.130	91.726	95.321	98.917	102.513	106.108
956	77.360	80.958	84.555	88.153	91.750	95.348	98.945	102.543	106.140
957	77.377	80.977	84.576	88.175	91.775	95.374	98.974	102.573	106.173
958	77.398	80.998	84.599	88.199	91.800	95.400	99.000	102.601	106.201
959	77.415	81.017	84.620	88.222	91.824	95.426	99.029	102.631	106.233
960	77.432	81.036	84.640	88.244	91.849	95.453	99.057	102.661	106.265
961	77.453	81.058	84.663	88.268	91.873	95.478	99.083	102.688	106.294
962	77.470	81.077	84.684	88.291	91.898	95.505	99.112	102.719	106.326
963	77.487	81.096	84.704	88.313	91.922	95.531	99.140	102.749	106.358
964	77.507	81.117	84.727	88.337	91.947	95.556	99.166	102.776	106.386
965	77.524	81.136	84.748	88.359	91.971	95.583	99.195	102.806	106.418
966	77.541	81.155	84.768	88.382	91.996	95.609	99.223	102.836	106.450
967	77.562	81.176	84.791	88.405	92.020	95.635	99.249	102.864	106.478
968	77.579	81.195	84.812	88.428	92.044	95.661	99.277	102.894	106.510
969	77.599	81.217	84.834	88.451	92.069	95.686	99.304	102.921	106.538
970	77.616	81.235	84.855	88.474	92.093	95.712	99.332	102.951	106.570
971	77.633	81.254	84.875	88.496	92.118	95.739	99.360	102.981	106.602
972	77.654	81.276	84.898	88.520	92.142	95.764	99.386	103.008	106.630
973	77.670	81.294	84.918	88.542	92.166	95.790	99.414	103.038	106.662
974	77.687	81.313	84.939	88.565	92.191	95.816	99.442	103.068	106.694
975	77.708	81.334	84.961	88.588	92.215	95.842	99.469	103.095	106.722
976	77.724	81.353	84.982	88.611	92.239	95.868	99.497	103.125	106.754
977	77.741	81.372	85.002	88.633	92.264	95.894	99.525	103.155	106.786
978	77.762	81.393	85.025	88.656	92.288	95.919	99.551	103.182	106.814
979	77.778	81.412	85.045	88.679	92.312	95.945	99.579	103.212	106.846
980	77.799	81.433	85.067	88.702	92.336	95.971	99.605	103.239	106.874
981	77.815	81.452	85.088	88.724	92.360	95.997	99.633	103.269	106.905
982	77.832	81.470	85.108	88.746	92.385	96.023	99.661	103.299	106.937
983	77.853	81.492	85.131	88.770	92.409	96.048	99.687	103.326	106.965
984	77.869	81.510	85.151	88.792	92.433	96.074	99.715	103.356	106.997
985	77.886	81.529	85.172	88.814	92.457	96.100	99.743	103.386	107.028
986	77.906	81.550	85.194	88.838	92.481	96.125	99.769	103.413	107.056
987	77.923	81.568	85.214	88.860	92.505	96.151	99.797	103.442	107.088
988	77.939	81.587	85.234	88.882	92.530	96.177	99.825	103.472	107.120
989	77.960	81.608	85.257	88.905	92.554	96.202	99.851	103.499	107.147
990	77.976	81.627	85.277	88.927	92.578	96.228	99.878	103.529	107.179
991	77.997	81.648	85.299	88.951	92.602	96.253	99.904	103.556	107.207
992	78.013	81.666	85.320	88.973	92.626	96.279	99.932	103.585	107.239
993	78.030	81.685	85.340	88.995	92.650	96.305	99.960	103.615	107.270
994	78.050	81.706	85.362	89.018	92.674	96.330	99.986	103.642	107.298
995	78.067	81.724	85.382	89.040	92.698	96.356	100.014	103.672	107.329
996	78.083	81.743	85.403	89.062	92.722	96.382	100.041	103.701	107.361
997	78.103	81.764	85.425	89.085	92.746	96.407	100.067	103.728	107.389
998	78.120	81.782	85.445	89.107	92.770	96.432	100.095	103.758	107.420
999	78.140	81.803	85.467	89.130	92.794	96.457	100.121	103.784	107.448
1000	78.156	81.822	85.487	89.152	92.818	96.483	100.149	103.814	107.479
1001	78.173	81.840	85.507	89.175	92.842	96.509	100.176	103.844	107.511
1002	78.193	81.861	85.529	89.198	92.866	96.534	100.202	103.870	107.538
1003	78.209	81.879	85.549	89.220	92.890	96.560	100.230	103.900	107.570
1004	78.226	81.898	85.570	89.242	92.914	96.585	100.257	103.929	107.601
1005	78.246	81.919	85.592	89.264	92.937	96.610	100.283	103.956	107.629
1006	78.262	81.937	85.612	89.286	92.961	96.636	100.311	103.985	107.660
1007	78.282	81.958	85.634	89.309	92.985	96.661	100.336	104.012	107.688
1008	78.299	81.976	85.654	89.331	93.009	96.686	100.364	104.042	107.719
1009	78.315	81.994	85.674	89.353	93.033	96.712	100.392	104.071	107.750
1010	78.335	82.015	85.696	89.376	93.056	96.737	100.417	104.098	107.778
1011	78.351	82.034	85.716	89.398	93.080	96.763	100.445	104.127	107.809
1012	78.368	82.052	85.736	89.420	93.104	96.788	100.472	104.156	107.841
1013	78.388	82.073	85.758	89.443	93.128	96.813	100.498	104.183	107.868
1014	78.404	82.091	85.778	89.465	93.152	96.839	100.525	104.212	107.899
1015	78.424	82.112	85.800	89.487	93.175	96.863	100.551	104.239	107.927
1016	78.440	82.130	85.820	89.509	93.199	96.889	100.579	104.268	107.958
1017	78.456	82.148	85.840	89.531	93.223	96.914	100.606	104.298	107.989
1018	78.476	82.169	85.861	89.554	93.246	96.939	100.632	104.324	108.017
1019	78.492	82.187	85.881	89.576	93.270	96.965	100.659	104.353	108.048
1020	78.512	82.208	85.903	89.598	93.294	96.989	100.685	104.380	108.075
1021	78.529	82.226	85.923	89.620	93.318	97.015	100.712	104.409	108.106
1022	78.545	82.244	85.943	89.642	93.341	97.040	100.739	104.438	108.138
1023	78.565	82.265	85.965	89.665	93.365	97.065	100.765	104.465	108.165
1024	78.581	82.283	85.985	89.686	93.388	97.090	100.792	104.494	108.196
1025	78.601	82.303	86.006	89.709	93.412	97.115	100.818	104.521	108.223
1026	78.617	82.321	86.026	89.731	93.436	97.140	100.845	104.550	108.254
1027	78.633	82.339	86.046	89.753	93.459	97.166	100.872	104.579	108.286
1028	78.653	82.360	86.068	89.775	93.483	97.190	100.898	104.605	108.313
1029	78.669	82.378	86.088	89.797	93.506	97.216	100.925	104.634	108.344
1030	78.685	82.396	86.107	89.819	93.530	97.241	100.952	104.664	108.375
1031	78.705	82.417	86.129	89.841	93.553	97.266	100.978	104.690	108.402
1032	78.721	82.435	86.149	89.863	93.577	97.291	101.005	104.719	108.433
1033	78.740	82.455	86.170	89.885	93.600	97.315	101.030	104.745	108.460
1034	78.756	82.473	86.190	89.907	93.624	97.341	101.058	104.775	108.491
1035	78.772	82.491	86.210	89.929	93.647	97.366	101.085	104.804	108.522
1036	78.792	82.512	86.231	89.951	93.671	97.390	101.110	104.830	108.549
1037	78.808	82.530	86.251	89.973	93.694	97.416	101.137	104.859	108.580
1038	78.828	82.550	86.273	89.995	93.718	97.440	101.163	104.885	108.608
1039	78.844	82.568	86.292	90.017	93.741	97.465	101.190	104.914	108.638
1040	78.860	82.586	86.312	90.038	93.765	97.491	101.217	104.943	108.669
1041	78.879	82.607	86.334	90.061	93.788	97.515	101.242	104.969	108.697
1042	78.895	82.624	86.353	90.082	93.811	97.540	101.269	104.998	108.727
1043	78.915	82.645	86.375	90.105	93.835	97.565	101.295	105.024	108.754
1044	78.931	82.663	86.395	90.126	93.858	97.590	101.322	105.053	108.785
1045	78.947	82.680	86.414	90.148	93.881	97.615	101.349	105.082	108.816
1046	78.966	82.701	86.436	90.170	93.905	97.639	101.374	105.109	108.843
1047	78.982	82.719	86.455	90.192	93.928	97.665	101.401	105.137	108.874
1048	79.002	82.739	86.477	90.214	93.951	97.689	101.426	105.164	108.901
1049	79.018	82.757	86.496	90.235	93.975	97.714	101.453	105.192	108.932
1050	79.034	82.775	86.516	90.257	93.998	97.739	101.480	105.221	108.962
1051	79.053	82.795	86.537	90.279	94.021	97.763	101.505	105.247	108.989
1052	79.069	82.813	86.557	90.301	94.045	97.789	101.532	105.276	109.020
1053	79.088	82.833	86.578	90.323	94.068	97.813	101.557	105.302	109.047
1054	79.104	82.851	86.598	90.344	94.091	97.838	101.585	105.331	109.078
1055	79.120	82.869	86.617	90.366	94.114	97.863	101.611	105.360	109.109
1056	79.140	82.889	86.639	90.388	94.138	97.887	101.637	105.386	109.136
1057	79.155	82.907	86.658	90.409	94.161	97.912	101.664	105.415	109.166
1058	79.175	82.927	86.679	90.432	94.184	97.936	101.689	105.441	109.193
1059	79.190	82.945	86.699	90.453	94.207	97.961	101.715	105.470	109.224
1060	79.206	82.962	86.718	90.474	94.230	97.986	101.742	105.498	109.254
1061	79.226	82.983	86.740	90.497	94.254	98.010	101.767	105.524	109.281
1062	79.241	83.000	86.759	90.518	94.277	98.035	101.794	105.553	109.312
1063	79.261	83.021	86.780	90.540	94.300	98.060	101.819	105.579	109.339
1064	79.277	83.038	86.800	90.561	94.323	98.084	101.846	105.608	109.369
1065	79.292	83.056	86.819	90.583	94.346	98.109	101.873	105.636	109.400
1066	79.312	83.076	86.840	90.605	94.369	98.133	101.898	105.662	109.427
1067	79.327	83.093	86.860	90.626	94.392	98.158	101.925	105.691	109.457
1068	79.347	83.114	86.881	90.648	94.415	98.182	101.950	105.717	109.484
1069	79.362	83.131	86.900	90.669	94.438	98.207	101.976	105.746	109.515
1070	79.382	83.152	86.922	90.692	94.462	98.231	102.001	105.771	109.541
1071	79.397	83.169	86.941	90.713	94.484	98.256	102.028	105.800	109.572
1072	79.413	83.186	86.960	90.734	94.508	98.281	102.055	105.829	109.602
1073	79.432	83.207	86.981	90.756	94.531	98.305	102.080	105.854	109.629
1074	79.448	83.224	87.001	90.777	94.554	98.330	102.107	105.883	109.659
1075	79.467	83.244	87.022	90.799	94.577	98.354	102.131	105.909	109.686
1076	79.483	83.262	87.041	90.820	94.600	98.379	102.158	105.937	109.717
1077	79.498	83.279	87.060	90.841	94.623	98.404	102.185	105.966	109.747
1078	79.517	83.299	87.081	90.863	94.646	98.428	102.210	105.992	109.774
1079	79.533	83.317	87.101	90.885	94.668	98.452	102.236	106.020	109.804
1080	79.552	83.337	87.122	90.907	94.691	98.476	102.261	106.046	109.831
1081	79.568	83.354	87.141	90.928	94.714	98.501	102.288	106.074	109.861
1082	79.583	83.372	87.160	90.949	94.737	98.526	102.314	106.103	109.891
1083	79.602	83.392	87.181	90.971	94.760	98.550	102.339	106.129	109.918
1084	79.618	83.409	87.200	90.992	94.783	98.574	102.366	106.157	109.948
1085	79.637	83.429	87.222	91.014	94.806	98.598	102.390	106.183	109.975
1086	79.652	83.447	87.241	91.035	94.829	98.623	102.417	106.211	110.005
1087	79.672	83.467	87.262	91.057	94.852	98.647	102.442	106.237	110.032
1088	79.687	83.484	87.281	91.078	94.875	98.672	102.468	106.265	110.062
1089	79.703	83.501	87.300	91.099	94.898	98.696	102.495	106.294	110.092
1090	79.722	83.521	87.321	91.121	94.920	98.720	102.520	106.319	110.119
1091	79.737	83.539	87.340	91.142	94.943	98.745	102.546	106.348	110.149
1092	79.756	83.559	87.361	91.164	94.966	98.768	102.571	106.373	110.176
1093	79.772	83.576	87.380	91.184	94.989	98.793	102.597	106.402	110.206
1094	79.791	83.596	87.401	91.206	95.012	98.817	102.622	106.427	110.232
1095	79.806	83.613	87.420	91.227	95.034	98.841	102.649	106.456	110.263
1096	79.821	83.630	87.439	91.248	95.057	98.866	102.675	106.484	110.293
1097	79.840	83.650	87.460	91.270	95.080	98.890	102.700	106.509	110.319
